time,G(i),H_sun,T2m,WS10m,Int
20191019:1407,103.97,12.24,23.51,2.69,0
20191019:1507,0,0,22.37,2.41,0
20191019:1607,0,0,21.01,2.21,0
20191019:1707,0,0,19.62,2.21,0
20191019:1807,0,0,18.39,2.14,0
20191019:1907,0,0,17.42,1.93,0
20191019:2007,0,0,16.53,1.86,0
20191019:2107,0,0,15.69,1.93,0
20191019:2207,0,0,15.17,2,0
20191019:2307,0,0,14.76,2.07,0
20191020:0007,0,0,14.41,2.21,0
20191020:0107,0,0,14.15,2.21,0
20191020:0207,0,0,13.81,2.28,0
20191020:0307,0,0,13.55,2.28,0
20191020:0407,216.57,11,13.9,2.21,0
20191020:0507,538.84,24.9,17.32,2.14,0
20191020:0607,773.74,38.28,20.66,2.55,0
20191020:0707,946.79,50.59,22.87,3.79,0
20191020:0807,1059.75,60.45,24.45,3.72,0
20191020:0907,1070.07,64.8,25.64,3.38,0
20191020:1007,1031.65,61.04,26.44,2.97,0
20191020:1107,896.99,51.48,26.91,2.48,0
20191020:1207,671.28,39.29,26.55,2.21,0
20191020:1307,299.35,25.97,26.46,2.41,0
20191020:1407,105.19,12.1,25.08,2.76,0
20191020:1507,0,0,23.09,3.03,0
20191020:1607,0,0,21.05,2.9,0
20191020:1707,0,0,19.47,2.69,0
20191020:1807,0,0,18.39,2.55,0
20191020:1907,0,0,17.42,2.34,0
20191020:2007,0,0,16.28,2.21,0
20191020:2107,0,0,15.35,2.21,0
20191020:2207,0,0,14.49,2.21,0
20191020:2307,0,0,13.82,2.21,0
20191021:0007,0,0,13.52,2.34,0
20191021:0107,0,0,13.2,2.34,0
20191021:0207,0,0,12.94,2.34,0
20191021:0307,0,0,12.72,2.41,0
20191021:0407,167.51,10.92,13.05,2.28,0
20191021:0507,508.19,24.8,16.67,2,0
20191021:0607,770.24,38.14,20.52,2,0
20191021:0707,948.04,50.39,22.61,2.62,0
20191021:0807,1054.79,60.17,24.26,2.41,0
20191021:0907,933.73,64.45,25.38,1.52,0
20191021:1007,895.18,60.71,26.09,0.83,0
20191021:1107,878.59,51.22,26.57,0.55,0
20191021:1207,674.57,39.09,26.59,0.83,0
20191021:1307,405.47,25.8,25.98,1.59,0
20191021:1407,121.48,11.95,25.01,2,0
20191021:1507,0,0,23.09,2,0
20191021:1607,0,0,20.81,2,0
20191021:1707,0,0,18.73,2.07,0
20191021:1807,0,0,17.19,2.07,0
20191021:1907,0,0,16.32,2.07,0
20191021:2007,0,0,15.41,2,0
20191021:2107,0,0,14.72,1.93,0
20191021:2207,0,0,14.43,2,0
20191021:2307,0,0,14.02,2,0
20191022:0007,0,0,13.55,2,0
20191022:0107,0,0,13.11,2,0
20191022:0207,0,0,12.69,2.07,0
20191022:0307,0,0,12.39,2.07,0
20191022:0407,183.28,10.85,12.88,1.93,0
20191022:0507,518.2,24.7,16.91,1.59,0
20191022:0607,763.45,38,20.79,1.59,0
20191022:0707,934.03,50.19,23.07,1.79,0
20191022:0807,1046.82,59.88,24.49,0.97,0
20191022:0907,1004.91,64.09,25.3,0.69,0
20191022:1007,964.18,60.39,25.58,1.31,0
20191022:1107,800.76,50.96,25.77,1.79,0
20191022:1207,604.57,38.88,25.54,2.14,0
20191022:1307,221.81,25.64,25.09,2.14,0
20191022:1407,119.08,11.81,24.36,1.93,0
20191022:1507,0,0,22.98,1.59,0
20191022:1607,0,0,20.89,1.66,0
20191022:1707,0,0,19.07,1.86,0
20191022:1807,0,0,18.03,1.86,0
20191022:1907,0,0,17.5,1.72,0
20191022:2007,0,0,16.58,1.72,0
20191022:2107,0,0,15.93,1.66,0
20191022:2207,0,0,15.64,1.66,0
20191022:2307,0,0,15.21,1.72,0
20191023:0007,0,0,15.05,1.66,0
20191023:0107,0,0,14.59,1.79,0
20191023:0207,0,0,14.34,1.79,0
20191023:0307,0,0,14.09,1.72,0
20191023:0407,170.53,10.77,14.49,1.52,0
20191023:0507,496.63,24.59,17.82,1.38,0
20191023:0607,751.21,37.85,21.09,1.52,0
20191023:0707,925.93,49.98,23.25,1.45,0
20191023:0807,1037.07,59.59,24.4,0.83,0
20191023:0907,930.2,63.74,25.29,0.76,0
20191023:1007,951.13,60.07,25.77,0.9,0
20191023:1107,828.37,50.71,25.96,1.24,0
20191023:1207,661.96,38.68,25.99,1.72,0
20191023:1307,378.33,25.47,25.64,2.14,0
20191023:1407,118.57,11.68,24.75,2.14,0
20191023:1507,0,0,23.02,2.07,0
20191023:1607,0,0,21.02,2.07,0
20191023:1707,0,0,19.16,2,0
20191023:1807,0,0,17.51,1.86,0
20191023:1907,0,0,16.9,1.72,0
20191023:2007,0,0,15.89,1.66,0
20191023:2107,0,0,15.16,1.72,0
20191023:2207,0,0,14.69,1.66,0
20191023:2307,0,0,14.06,1.72,0
20191024:0007,0,0,13.47,1.72,0
20191024:0107,0,0,13.32,1.66,0
20191024:0207,0,0,12.65,1.72,0
20191024:0307,0,0,12.05,1.79,0
20191024:0407,183.64,10.68,12.21,1.59,0
20191024:0507,512.87,24.48,17.73,0.9,0
20191024:0607,761.39,37.7,21.36,0.76,0
20191024:0707,936.86,49.77,23.25,1.03,0
20191024:0807,1048.85,59.3,24.44,0.9,0
20191024:0907,1064.64,63.39,25.29,0.9,0
20191024:1007,1037.45,59.75,25.71,1.31,0
20191024:1107,891.54,50.45,26.06,1.86,0
20191024:1207,694.32,38.49,25.99,2.34,0
20191024:1307,410.85,25.31,25.52,2.48,0
20191024:1407,158.15,11.54,24.52,2.21,0
20191024:1507,0,0,22.71,1.79,0
20191024:1607,0,0,20.52,1.38,0
20191024:1707,0,0,18.71,1.45,0
20191024:1807,0,0,16.96,1.59,0
20191024:1907,0,0,17.05,1.38,0
20191024:2007,0,0,17.07,1.17,0
20191024:2107,0,0,16.19,1.24,0
20191024:2207,0,0,14.13,1.66,0
20191024:2307,0,0,13.17,1.72,0
20191025:0007,0,0,12.46,1.79,0
20191025:0107,0,0,12,1.79,0
20191025:0207,0,0,11.81,1.79,0
20191025:0307,0,0,11.66,1.79,0
20191025:0407,214.48,10.6,11.83,1.72,0
20191025:0507,501.85,24.37,17.34,1.03,0
20191025:0607,737.79,37.55,21.38,1.03,0
20191025:0707,910.18,49.56,22.99,1.03,0
20191025:0807,1026.6,59.01,24.39,0.69,0
20191025:0907,1023.29,63.04,25.39,0.07,0
20191025:1007,1009.81,59.43,26.1,0.48,0
20191025:1107,886.74,50.21,26.41,1.24,0
20191025:1207,664.44,38.29,26.48,1.79,0
20191025:1307,404.38,25.16,26.02,2.21,0
20191025:1407,124.61,11.41,24.9,2.14,0
20191025:1507,0,0,23.04,1.72,0
20191025:1607,0,0,20.9,1.52,0
20191025:1707,0,0,18.96,1.52,0
20191025:1807,0,0,17.35,1.66,0
20191025:1907,0,0,16.39,1.66,0
20191025:2007,0,0,15.14,1.66,0
20191025:2107,0,0,14.55,1.66,0
20191025:2207,0,0,13.92,1.72,0
20191025:2307,0,0,13.24,1.79,0
20191026:0007,0,0,12.66,1.79,0
20191026:0107,0,0,12.15,1.86,0
20191026:0207,0,0,11.77,1.86,0
20191026:0307,0,0,11.42,1.93,0
20191026:0407,188.37,10.51,11.72,1.72,0
20191026:0507,523.02,24.25,17.39,1.24,0
20191026:0607,758.38,37.39,21.5,1.31,0
20191026:0707,934.39,49.35,23.41,1.52,0
20191026:0807,1045.58,58.72,24.79,1.45,0
20191026:0907,1060.36,62.7,25.78,1.1,0
20191026:1007,1027.81,59.12,26.48,0.97,0
20191026:1107,878.57,49.96,26.88,1.1,0
20191026:1207,681.68,38.1,26.98,1.59,0
20191026:1307,415.71,25,26.59,2,0
20191026:1407,132.4,11.29,25.45,2,0
20191026:1507,0,0,23.41,1.86,0
20191026:1607,0,0,20.95,2,0
20191026:1707,0,0,18.72,2.07,0
20191026:1807,0,0,16.82,2,0
20191026:1907,0,0,15.68,1.93,0
20191026:2007,0,0,14.78,1.93,0
20191026:2107,0,0,14.16,2.07,0
20191026:2207,0,0,13.59,2.07,0
20191026:2307,0,0,13.15,2.07,0
20191027:0007,0,0,12.73,2.14,0
20191027:0107,0,0,12.34,2.21,0
20191027:0207,0,0,12,2.21,0
20191027:0307,0,0,11.72,2.21,0
20191027:0407,186.33,10.42,12.02,2.07,0
20191027:0507,516.22,24.13,16.75,1.72,0
20191027:0607,760.9,37.24,20.93,2,0
20191027:0707,936.78,49.14,23.23,2.48,0
20191027:0807,1048,58.43,24.75,2.07,0
20191027:0907,1062.79,62.36,25.82,1.24,0
20191027:1007,1024.41,58.81,26.54,0.69,0
20191027:1107,880.89,49.72,27.01,0.55,0
20191027:1207,678.47,37.91,27.14,1.17,0
20191027:1307,413.3,24.86,26.87,1.79,0
20191027:1407,131.14,11.17,25.79,1.93,0
20191027:1507,0,0,23.68,1.79,0
20191027:1607,0,0,21.15,1.72,0
20191027:1707,0,0,18.93,1.93,0
20191027:1807,0,0,17.13,2.07,0
20191027:1907,0,0,15.94,1.93,0
20191027:2007,0,0,15.03,1.93,0
20191027:2107,0,0,14.55,1.93,0
20191027:2207,0,0,13.95,1.93,0
20191027:2307,0,0,13.52,1.93,0
20191028:0007,0,0,13.32,1.93,0
20191028:0107,0,0,12.86,1.86,0
20191028:0207,0,0,12.62,1.79,0
20191028:0307,0,0,12.25,1.79,0
20191028:0407,160.36,10.33,12.49,1.79,0
20191028:0507,493.74,24.01,17.29,1.31,0
20191028:0607,737.26,37.08,21.24,1.17,0
20191028:0707,914.74,48.92,22.76,1.24,0
20191028:0807,1018.32,58.14,23.95,1.31,0
20191028:0907,1034.14,62.02,24.89,1.38,0
20191028:1007,985.13,58.51,25.62,1.66,0
20191028:1107,806.94,49.48,26.15,1.86,0
20191028:1207,607.14,37.73,26.14,2.55,0
20191028:1307,391.01,24.71,25.35,2.83,0
20191028:1407,125.67,11.05,24.32,2.69,0
20191028:1507,0,0,22.59,2,0
20191028:1607,0,0,21.09,1.52,0
20191028:1707,0,0,19.41,1.45,0
20191028:1807,0,0,17.76,1.66,0
20191028:1907,0,0,17.72,1.31,0
20191028:2007,0,0,16.38,1.45,0
20191028:2107,0,0,15.82,1.45,0
20191028:2207,0,0,15.35,1.45,0
20191028:2307,0,0,14.75,1.52,0
20191029:0007,0,0,14.25,1.66,0
20191029:0107,0,0,13.58,1.72,0
20191029:0207,0,0,13.12,1.72,0
20191029:0307,0,0,12.75,1.72,0
20191029:0407,173.04,10.23,12.94,1.59,0
20191029:0507,511.54,23.89,18.24,1.24,0
20191029:0607,761.14,36.92,21.31,1.03,0
20191029:0707,930.39,48.7,22.96,1.17,0
20191029:0807,1034.41,57.86,24.34,0.9,0
20191029:0907,1043.39,61.69,25.46,0.9,0
20191029:1007,1006.17,58.21,26.27,1.03,0
20191029:1107,859.45,49.25,26.71,1.24,0
20191029:1207,490.48,37.55,26.88,1.38,0
20191029:1307,388.03,24.57,26.8,1.52,0
20191029:1407,126.36,10.93,25.85,1.86,0
20191029:1507,0,0,24.03,1.93,0
20191029:1607,0,0,21.75,2.07,0
20191029:1707,0,0,19.72,2.14,0
20191029:1807,0,0,17.97,2.07,0
20191029:1907,0,0,16.86,1.93,0
20191029:2007,0,0,15.82,1.93,0
20191029:2107,0,0,15.04,1.93,0
20191029:2207,0,0,14.19,2,0
20191029:2307,0,0,13.52,2.07,0
20191030:0007,0,0,12.98,2.14,0
20191030:0107,0,0,12.56,2.28,0
20191030:0207,0,0,12.18,2.28,0
20191030:0307,0,0,11.8,2.34,0
20191030:0407,197.47,10.13,12.02,2.21,0
20191030:0507,511.58,23.76,16.3,2,0
20191030:0607,755.13,36.75,20.55,2.07,0
20191030:0707,929.47,48.49,23.08,2.83,0
20191030:0807,1040.43,57.57,24.72,2.55,0
20191030:0907,1055.54,61.36,25.83,1.93,0
20191030:1007,1017.84,57.91,26.57,1.31,0
20191030:1107,874.37,49.02,26.97,1.03,0
20191030:1207,670.65,37.37,27.21,0.9,0
20191030:1307,412.34,24.43,26.71,1.24,0
20191030:1407,125.08,10.82,25.75,1.72,0
20191030:1507,0,0,23.58,2.28,0
20191030:1607,0,0,21.27,2.41,0
20191030:1707,0,0,19.42,2.34,0
20191030:1807,0,0,17.89,2.21,0
20191030:1907,0,0,17.02,2.07,0
20191030:2007,0,0,15.96,2.14,0
20191030:2107,0,0,15.22,2.14,0
20191030:2207,0,0,14.63,2.14,0
20191030:2307,0,0,14.3,2.14,0
20191031:0007,0,0,13.72,2.21,0
20191031:0107,0,0,13.27,2.21,0
20191031:0207,0,0,12.86,2.28,0
20191031:0307,0,0,12.54,2.34,0
20191031:0407,176.85,10.03,12.74,2.21,0
20191031:0507,507.61,23.64,16.82,2,0
20191031:0607,749.4,36.59,20.82,2.14,0
20191031:0707,930.12,48.27,23.14,2.48,0
20191031:0807,1034.37,57.28,24.85,2,0
20191031:0907,1049.7,61.03,25.98,0.83,0
20191031:1007,1011.23,57.62,26.7,0.34,0
20191031:1107,868.89,48.79,27.13,1.17,0
20191031:1207,634.9,37.2,27.17,1.66,0
20191031:1307,406.44,24.29,26.8,2.14,0
20191031:1407,123.62,10.72,25.62,2.28,0
20191031:1507,0,0,23.81,1.93,0
20191031:1607,0,0,21.8,1.86,0
20191031:1707,0,0,19.8,2.07,0
20191031:1807,0,0,17.97,2.07,0
20191031:1907,0,0,17.09,1.93,0
20191031:2007,0,0,16.05,1.86,0
20191031:2107,0,0,15.46,1.86,0
20191031:2207,0,0,15.25,1.86,0
20191031:2307,0,0,14.98,1.79,0
20191101:0007,0,0,14.14,1.86,0
20191101:0107,0,0,13.59,1.72,0
20191101:0207,0,0,13.34,1.72,0
20191101:0307,0,0,13.32,1.79,0
20191101:0407,173.48,9.93,13.56,1.79,0
20191101:0507,508.44,23.51,17.75,1.38,0
20191101:0607,757.54,36.42,21.61,1.1,0
20191101:0707,930.38,48.05,23.64,0.14,0
20191101:0807,1013.12,57,25.02,1.03,0
20191101:0907,935,60.7,26.15,2.14,0
20191101:1007,938.4,57.33,26.26,2.76,0
20191101:1107,581.27,48.57,26.05,3.38,0
20191101:1207,411.98,37.03,25.72,3.52,0
20191101:1307,251,24.16,25.3,3.31,0
20191101:1407,61.49,10.61,24.67,2.69,0
20191101:1507,0,0,23.26,1.86,0
20191101:1607,0,0,21.48,1.38,0
20191101:1707,0,0,19.89,1.38,0
20191101:1807,0,0,18.39,1.59,0
20191101:1907,0,0,17.4,1.59,0
20191101:2007,0,0,16.26,1.72,0
20191101:2107,0,0,15.78,1.66,0
20191101:2207,0,0,15.63,1.52,0
20191101:2307,0,0,15.02,1.52,0
20191102:0007,0,0,14.39,1.52,0
20191102:0107,0,0,13.81,1.59,0
20191102:0207,0,0,13.69,1.59,0
20191102:0307,0,0,13.2,1.72,0
20191102:0407,176.09,9.83,13.36,1.59,0
20191102:0507,515.19,23.37,18.5,1.17,0
20191102:0607,755.02,36.25,22.14,0.97,0
20191102:0707,934,47.82,23.75,1.03,0
20191102:0807,1036.8,56.71,25.19,0.83,0
20191102:0907,1044.32,60.39,26.26,0.69,0
20191102:1007,965.33,57.05,27.06,0.9,0
20191102:1107,856.32,48.35,27.53,0.97,0
20191102:1207,514.79,36.87,27.62,1.17,0
20191102:1307,345.45,24.04,27.3,1.52,0
20191102:1407,124.22,10.52,26.46,1.93,0
20191102:1507,0,0,24.58,2.07,0
20191102:1607,0,0,22.47,2.21,0
20191102:1707,0,0,20.6,2.14,0
20191102:1807,0,0,18.93,2.07,0
20191102:1907,0,0,17.75,2,0
20191102:2007,0,0,16.64,2,0
20191102:2107,0,0,15.87,2,0
20191102:2207,0,0,15.26,1.93,0
20191102:2307,0,0,14.59,2,0
20191103:0007,0,0,14.29,2.14,0
20191103:0107,0,0,14.11,2.21,0
20191103:0207,0,0,13.79,2.34,0
20191103:0307,0,0,13.48,2.34,0
20191103:0407,208.9,9.72,13.73,2.21,0
20191103:0507,523.55,23.24,17.32,2.07,0
20191103:0607,766.54,36.08,21.46,2.28,0
20191103:0707,933.18,47.6,23.86,3.17,0
20191103:0807,1043.95,56.43,25.44,3.03,0
20191103:0907,1057.64,60.07,26.62,2.62,0
20191103:1007,1014,56.77,27.38,2.14,0
20191103:1107,861.87,48.13,27.82,1.79,0
20191103:1207,695.96,36.7,27.86,1.79,0
20191103:1307,400.4,23.91,27.17,2.14,0
20191103:1407,92.99,10.42,25.81,2.83,0
20191103:1507,0,0,23.69,2.83,0
20191103:1607,0,0,21.66,2.69,0
20191103:1707,0,0,20.09,2.55,0
20191103:1807,0,0,19.17,2.41,0
20191103:1907,0,0,18.29,2.28,0
20191103:2007,0,0,17.15,2.21,0
20191103:2107,0,0,16.18,2.34,0
20191103:2207,0,0,15.22,2.41,0
20191103:2307,0,0,14.49,2.41,0
20191104:0007,0,0,13.97,2.48,0
20191104:0107,0,0,13.77,2.48,0
20191104:0207,0,0,13.4,2.55,0
20191104:0307,0,0,13.17,2.55,0
20191104:0407,202.39,9.61,13.39,2.41,0
20191104:0507,522.11,23.1,17.21,2.28,0
20191104:0607,764,35.9,21.21,2.9,0
20191104:0707,938.06,47.38,23.75,3.86,0
20191104:0807,1048.72,56.15,25.65,3.86,0
20191104:0907,1068.75,59.76,27.07,3.66,0
20191104:1007,1018.57,56.49,27.95,3.31,0
20191104:1107,871.08,47.92,28.35,3.1,0
20191104:1207,673.83,36.55,28.23,3.17,0
20191104:1307,418.66,23.8,27.41,3.1,0
20191104:1407,133.2,10.33,26.15,3.17,0
20191104:1507,0,0,23.81,3.31,0
20191104:1607,0,0,21.76,3.24,0
20191104:1707,0,0,20.29,3.17,0
20191104:1807,0,0,19.2,3.03,0
20191104:1907,0,0,18.28,2.83,0
20191104:2007,0,0,17.71,2.69,0
20191104:2107,0,0,16.78,2.55,0
20191104:2207,0,0,16.21,2.48,0
20191104:2307,0,0,15.64,2.48,0
20191105:0007,0,0,15,2.48,0
20191105:0107,0,0,14.46,2.48,0
20191105:0207,0,0,13.73,2.48,0
20191105:0307,0,0,13.13,2.48,0
20191105:0407,238.96,9.5,13.39,2.41,0
20191105:0507,542,22.97,16.95,2.28,0
20191105:0607,783.58,35.73,20.96,2.83,0
20191105:0707,954.08,47.16,23.43,3.79,0
20191105:0807,1058.47,55.87,25.33,3.45,0
20191105:0907,1072.8,59.45,26.72,2.76,0
20191105:1007,1028.89,56.22,27.58,2.14,0
20191105:1107,875.2,47.72,28.04,1.66,0
20191105:1207,673.24,36.39,27.99,1.31,0
20191105:1307,413.09,23.68,27.67,1.59,0
20191105:1407,137.56,10.25,26.51,2.07,0
20191105:1507,0,0,24.19,2.69,0
20191105:1607,0,0,22.02,2.83,0
20191105:1707,0,0,20.36,2.69,0
20191105:1807,0,0,19.18,2.48,0
20191105:1907,0,0,18.27,2.28,0
20191105:2007,0,0,17.17,2.07,0
20191105:2107,0,0,16.2,2,0
20191105:2207,0,0,15.47,2,0
20191105:2307,0,0,14.76,2,0
20191106:0007,0,0,13.87,2,0
20191106:0107,0,0,13.22,2.07,0
20191106:0207,0,0,12.76,2.14,0
20191106:0307,0,0,12.38,2.14,0
20191106:0407,206.1,9.39,12.51,2,0
20191106:0507,509.86,22.83,16.88,1.86,0
20191106:0607,766.61,35.56,20.89,2.41,0
20191106:0707,934.81,46.93,23.08,3.31,0
20191106:0807,1037.78,55.59,24.78,3.03,0
20191106:0907,1059.25,59.15,26.05,2.55,0
20191106:1007,1009.44,55.96,26.92,2,0
20191106:1107,858.15,47.51,27.36,1.45,0
20191106:1207,630.66,36.24,27.42,0.76,0
20191106:1307,392.68,23.57,27.19,0.21,0
20191106:1407,145.6,10.16,26.28,1.31,0
20191106:1507,0,0,24.15,2.14,0
20191106:1607,0,0,21.88,2.41,0
20191106:1707,0,0,20.05,2.28,0
20191106:1807,0,0,18.66,2.21,0
20191106:1907,0,0,17.8,2.14,0
20191106:2007,0,0,16.58,2,0
20191106:2107,0,0,15.72,1.93,0
20191106:2207,0,0,15.13,1.93,0
20191106:2307,0,0,14.4,1.86,0
20191107:0007,0,0,13.88,1.86,0
20191107:0107,0,0,13.37,1.79,0
20191107:0207,0,0,12.95,1.79,0
20191107:0307,0,0,12.55,1.72,0
20191107:0407,175.18,9.28,12.74,1.66,0
20191107:0507,491.72,22.69,17.73,1.24,0
20191107:0607,729.07,35.38,21.17,1.38,0
20191107:0707,903.42,46.71,22.98,1.66,0
20191107:0807,1012.51,55.32,24.47,1.38,0
20191107:0907,1040.29,58.85,25.62,0.97,0
20191107:1007,997.11,55.7,26.4,0.9,0
20191107:1107,853,47.32,26.88,1.03,0
20191107:1207,645.83,36.1,26.79,1.17,0
20191107:1307,309.66,23.46,26.16,1.03,0
20191107:1407,130.44,10.09,25.41,1.52,0
20191107:1507,0,0,24.05,1.79,0
20191107:1607,0,0,22.48,1.59,0
20191107:1707,0,0,20.96,1.52,0
20191107:1807,0,0,19.69,1.52,0
20191107:1907,0,0,18.4,1.59,0
20191107:2007,0,0,17.24,1.59,0
20191107:2107,0,0,16.32,1.59,0
20191107:2207,0,0,15.54,1.59,0
20191107:2307,0,0,15.11,1.66,0
20191108:0007,0,0,14.64,1.72,0
20191108:0107,0,0,14.2,1.66,0
20191108:0207,0,0,13.91,1.66,0
20191108:0307,0,0,13.46,1.66,0
20191108:0407,98.65,9.16,13.63,1.59,0
20191108:0507,512.76,22.54,18.34,1.03,0
20191108:0607,751.32,35.2,21.86,0.69,0
20191108:0707,930.28,46.49,23.37,0.62,0
20191108:0807,1033.43,55.05,24.67,1.03,0
20191108:0907,1061.16,58.55,25.61,1.31,0
20191108:1007,1004.69,55.44,25.91,1.52,0
20191108:1107,843.39,47.12,26.11,1.66,0
20191108:1207,536.7,35.96,25.9,2,0
20191108:1307,107.91,23.36,25.62,2.21,0
20191108:1407,109.87,10.01,24.86,2.34,0
20191108:1507,0,0,23.44,1.93,0
20191108:1607,0,0,22.1,1.59,0
20191108:1707,0,0,20.3,1.52,0
20191108:1807,0,0,18.75,1.66,0
20191108:1907,0,0,17.72,1.59,0
20191108:2007,0,0,16.44,1.66,0
20191108:2107,0,0,15.53,1.72,0
20191108:2207,0,0,15.24,1.79,0
20191108:2307,0,0,14.84,1.86,0
20191109:0007,0,0,14.43,1.79,0
20191109:0107,0,0,14,1.79,0
20191109:0207,0,0,13.59,1.79,0
20191109:0307,0,0,13.28,1.79,0
20191109:0407,203.36,9.04,13.43,1.66,0
20191109:0507,508.86,22.4,18.34,1.24,0
20191109:0607,750.35,35.02,21.98,1.24,0
20191109:0707,923.45,46.27,23.71,0.62,0
20191109:0807,1013.36,54.77,24.93,0.62,0
20191109:0907,1042.29,58.26,25.44,1.24,0
20191109:1007,992.97,55.19,25.81,1.52,0
20191109:1107,680.03,46.93,26.08,1.79,0
20191109:1207,592.46,35.82,26.04,1.93,0
20191109:1307,355.56,23.26,25.84,2,0
20191109:1407,24.3,9.94,25.15,1.79,0
20191109:1507,0,0,23.81,1.52,0
20191109:1607,0,0,21.78,1.24,0
20191109:1707,0,0,20.22,1.24,0
20191109:1807,0,0,18.37,1.59,0
20191109:1907,0,0,17.21,1.66,0
20191109:2007,0,0,16,1.79,0
20191109:2107,0,0,15.01,1.79,0
20191109:2207,0,0,14.45,1.79,0
20191109:2307,0,0,14.13,1.79,0
20191110:0007,0,0,13.92,1.79,0
20191110:0107,0,0,13.72,1.72,0
20191110:0207,0,0,13.45,1.72,0
20191110:0307,0,0,13.07,1.79,0
20191110:0407,185.81,8.92,13.18,1.66,0
20191110:0507,506.84,22.25,18.04,1.17,0
20191110:0607,754.07,34.84,22.07,1.17,0
20191110:0707,921.02,46.04,23.73,0.62,0
20191110:0807,1030.51,54.51,24.84,0.76,0
20191110:0907,1058.7,57.98,25.72,1.03,0
20191110:1007,1002.53,54.94,26.21,1.31,0
20191110:1107,826.89,46.75,26.27,1.93,0
20191110:1207,651.52,35.69,25.98,2.34,0
20191110:1307,405.15,23.17,25.44,2.28,0
20191110:1407,136.05,9.88,24.83,2,0
20191110:1507,0,0,23.47,1.52,0
20191110:1607,0,0,21.57,1.31,0
20191110:1707,0,0,19.87,1.45,0
20191110:1807,0,0,18.15,1.59,0
20191110:1907,0,0,16.89,1.79,0
20191110:2007,0,0,15.68,1.93,0
20191110:2107,0,0,14.97,1.86,0
20191110:2207,0,0,14.63,1.86,0
20191110:2307,0,0,14.09,2,0
20191111:0007,0,0,13.96,2,0
20191111:0107,0,0,13.87,2,0
20191111:0207,0,0,13.62,1.93,0
20191111:0307,0,0,13.21,2,0
20191111:0407,199.82,8.8,13.34,1.86,0
20191111:0507,503.49,22.11,17.74,1.45,0
20191111:0607,749.88,34.66,21.73,1.79,0
20191111:0707,922.1,45.82,23.74,2.34,0
20191111:0807,1032.81,54.24,25.05,1.79,0
20191111:0907,1054.45,57.7,25.63,1.17,0
20191111:1007,987.02,54.7,25.71,0.48,0
20191111:1107,673.23,46.57,26.07,0.34,0
20191111:1207,555.6,35.56,26.13,0.69,0
20191111:1307,360.65,23.08,25.89,1.03,0
20191111:1407,0,0,25.36,1.52,0
20191111:1507,0,0,23.81,1.79,0
20191111:1607,0,0,22.1,2.14,0
20191111:1707,0,0,20.72,2.21,0
20191111:1807,0,0,19.21,2.28,0
20191111:1907,0,0,18.83,2.07,0
20191111:2007,0,0,18.15,1.93,0
20191111:2107,0,0,17.77,1.86,0
20191111:2207,0,0,16.5,1.93,0
20191111:2307,0,0,15.71,2,0
20191112:0007,0,0,15.11,2.07,0
20191112:0107,0,0,14.61,2.07,0
20191112:0207,0,0,14.04,2.07,0
20191112:0307,0,0,13.72,2.07,0
20191112:0407,177.59,8.68,13.7,1.93,0
20191112:0507,475.92,21.96,17.74,1.59,0
20191112:0607,725.2,34.48,21.36,1.79,0
20191112:0707,901.62,45.6,23.59,1.72,0
20191112:0807,1017.03,53.98,24.94,1.1,0
20191112:0907,1039.27,57.42,25.62,0.76,0
20191112:1007,930.52,54.47,26.26,1.38,0
20191112:1107,689.67,46.4,26.34,2,0
20191112:1207,635.82,35.44,26.13,2.34,0
20191112:1307,398.54,22.99,25.8,2.69,0
20191112:1407,104.58,9.76,25.06,2.28,0
20191112:1507,0,0,23.63,1.59,0
20191112:1607,0,0,21.88,1.38,0
20191112:1707,0,0,20.24,1.72,0
20191112:1807,0,0,18.65,1.93,0
20191112:1907,0,0,17.71,1.93,0
20191112:2007,0,0,16.72,1.93,0
20191112:2107,0,0,16.44,1.86,0
20191112:2207,0,0,15.91,1.93,0
20191112:2307,0,0,15.31,1.93,0
20191113:0007,0,0,14.81,1.86,0
20191113:0107,0,0,14.73,1.79,0
20191113:0207,0,0,14.13,1.79,0
20191113:0307,0,0,13.51,1.86,0
20191113:0407,173.98,8.56,13.3,1.79,0
20191113:0507,489.89,21.81,17.81,1.38,0
20191113:0607,734.13,34.3,21.38,1.17,0
20191113:0707,861.58,45.38,23.59,0.28,0
20191113:0807,980.6,53.72,25.08,0.76,0
20191113:0907,923.19,57.15,26.18,1.59,0
20191113:1007,865.19,54.24,26.76,2,0
20191113:1107,784.25,46.23,27.27,2.34,0
20191113:1207,634.92,35.32,27.3,2.69,0
20191113:1307,406.41,22.91,26.86,2.69,0
20191113:1407,128.32,9.71,25.82,2.34,0
20191113:1507,0,0,23.89,1.86,0
20191113:1607,0,0,22.11,1.66,0
20191113:1707,0,0,20.05,1.86,0
20191113:1807,0,0,18.57,1.93,0
20191113:1907,0,0,17.05,2,0
20191113:2007,0,0,15.69,2,0
20191113:2107,0,0,14.82,2,0
20191113:2207,0,0,14.35,2,0
20191113:2307,0,0,14.1,1.93,0
20191114:0007,0,0,13.57,1.86,0
20191114:0107,0,0,13.34,1.86,0
20191114:0207,0,0,13,1.79,0
20191114:0307,0,0,12.66,1.86,0
20191114:0407,188.67,8.43,12.83,1.79,0
20191114:0507,495.08,21.66,17.58,1.38,0
